ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,gene_symbols
GO:0071356,cellular response to tumor necrosis factor,May-97,202/18842,0.024752475,4.808104522,3.914323456,0.003914565,0.025207951,0.018366427,330/958/6347/7412/3576,5,BIRC3/CD40/CCL2/VCAM1/CXCL8
GO:0046632,alpha-beta T cell differentiation,Apr-97,125/18842,0.032,6.215917526,4.208842959,0.003977017,0.025534786,0.018604557,6775/9021/3586/941,4,STAT4/SOCS3/IL10/CD80
GO:0007589,body fluid secretion,Mar-97,62/18842,0.048387097,9.399068839,4.765125148,0.004015152,0.025704037,0.018727873,6714/4939/7422,3,SRC/OAS2/VEGFA
GO:0097193,intrinsic apoptotic signaling pathway,Jun-97,294/18842,0.020408163,3.964233116,3.684958456,0.004138326,0.026415105,0.019245955,6714/330/602/57007/3586/6615,6,SRC/BIRC3/BCL3/ACKR3/IL10/SNAI1
GO:0050728,negative regulation of inflammatory response,May-97,205/18842,0.024390244,4.737742017,3.870734381,0.004166679,0.026518543,0.019321319,6714/3586/7130/8013/3554,5,SRC/IL10/TNFAIP6/NR4A3/IL1R1
GO:2001236,regulation of extrinsic apoptotic signaling pathway,Apr-97,127/18842,0.031496063,6.118029061,4.162984672,0.004208086,0.026704221,0.019456604,6714/467/3624/3084,4,SRC/ATF3/INHBA/NRG1
GO:0002262,myeloid cell homeostasis,Apr-97,128/18842,0.03125,6.070231959,4.140422121,0.004326954,0.027378955,0.019948213,9636/3624/5142/7422,4,ISG15/INHBA/PDE4B/VEGFA
GO:0014823,response to activity,Mar-97,64/18842,0.046875,9.105347938,4.672314862,0.004390629,0.027701568,0.020183267,3690/654/3586,3,ITGB3/BMP6/IL10
GO:0030100,regulation of endocytosis,Jun-97,300/18842,0.02,3.884948454,3.623393629,0.004563233,0.028594495,0.020833851,6714/3690/1236/3084/6347/7422,6,SRC/ITGB3/CCR7/NRG1/CCL2/VEGFA
GO:0002064,epithelial cell development,Apr-97,130/18842,0.030769231,5.976843775,4.096007089,0.004571451,0.028594495,0.020833851,6714/654/4233/7422,4,SRC/BMP6/MET/VEGFA
GO:0006195,purine nucleotide catabolic process,Apr-97,130/18842,0.030769231,5.976843775,4.096007089,0.004571451,0.028594495,0.020833851,6714/5142/272/54625,4,SRC/PDE4B/AMPD3/PARP14
GO:0060760,positive regulation of response to cytokine stimulus,Mar-97,65/18842,0.046153846,8.965265662,4.627420433,0.004586079,0.028604032,0.0208408,64135/958/54625,3,IFIH1/CD40/PARP14
GO:0002840,regulation of T cell mediated immune response to tumor cell,Feb-97,20/18842,0.1,19.42474227,5.93032718,0.00469168,0.028935018,0.021081955,29126/259307,2,CD274/IL4I1
GO:0032261,purine nucleotide salvage,Feb-97,20/18842,0.1,19.42474227,5.93032718,0.00469168,0.028935018,0.021081955,10135/272,2,NAMPT/AMPD3
GO:2000047,regulation of cell-cell adhesion mediated by cadherin,Feb-97,20/18842,0.1,19.42474227,5.93032718,0.00469168,0.028935018,0.021081955,654/7422,2,BMP6/VEGFA
GO:0002832,negative regulation of response to biotic stimulus,Apr-97,131/18842,0.030534351,5.931219013,4.074145731,0.004697121,0.028935018,0.021081955,9636/29126/259307/54625,4,ISG15/CD274/IL4I1/PARP14
GO:0033002,muscle cell proliferation,May-97,211/18842,0.023696682,4.603019495,3.786037195,0.00470542,0.028935018,0.021081955,3690/3084/3486/3586/8013,5,ITGB3/NRG1/IGFBP3/IL10/NR4A3
GO:0043254,regulation of protein-containing complex assembly,Jul-97,404/18842,0.017326733,3.365673165,3.457670784,0.004864226,0.029827541,0.021732244,6714/9636/1236/1440/10563/3084/7422,7,SRC/ISG15/CCR7/CSF3/CXCL13/NRG1/VEGFA
GO:0010595,positive regulation of endothelial cell migration,Apr-97,133/18842,0.030075188,5.84202775,4.03109401,0.004955398,0.030301493,0.022077564,3690/958/4233/7422,4,ITGB3/CD40/MET/VEGFA
GO:0044409,symbiont entry into host,Apr-97,134/18842,0.029850746,5.798430528,4.009895451,0.005088043,0.031025692,0.022605213,6714/3690/941/3576,4,SRC/ITGB3/CD80/CXCL8
GO:0048729,tissue morphogenesis,Jul-97,408/18842,0.017156863,3.33267637,3.426651198,0.005128699,0.031166426,0.022707751,3627/3690/3084/54567/6615/4233/7422,7,CXCL10/ITGB3/NRG1/DLL4/SNAI1/MET/VEGFA
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,Feb-97,21/18842,0.095238095,18.49975454,5.771854527,0.00516823,0.031166426,0.022707751,3656/3665,2,IRAK2/IRF7
GO:0033630,positive regulation of cell adhesion mediated by integrin,Feb-97,21/18842,0.095238095,18.49975454,5.771854527,0.00516823,0.031166426,0.022707751,3690/10563,2,ITGB3/CXCL13
GO:0039535,regulation of RIG-I signaling pathway,Feb-97,21/18842,0.095238095,18.49975454,5.771854527,0.00516823,0.031166426,0.022707751,330/8638,2,BIRC3/OASL
GO:0035051,cardiocyte differentiation,Apr-97,135/18842,0.02962963,5.755479191,3.988909804,0.005223051,0.031410251,0.022885401,3624/3084/7412/7422,4,INHBA/NRG1/VCAM1/VEGFA
GO:0001649,osteoblast differentiation,May-97,217/18842,0.023041475,4.475747066,3.704460861,0.005292031,0.031737645,0.023123939,374/654/3486/7130/6615,5,AREG/BMP6/IGFBP3/TNFAIP6/SNAI1
GO:0019722,calcium-mediated signaling,May-97,219/18842,0.02283105,4.434872664,3.677926085,0.005498587,0.032796217,0.023895211,1236/6351/6364/57007/3576,5,CCR7/CCL4/CCL20/ACKR3/CXCL8
GO:0034612,response to tumor necrosis factor,May-97,219/18842,0.02283105,4.434872664,3.677926085,0.005498587,0.032796217,0.023895211,330/958/6347/7412/3576,5,BIRC3/CD40/CCL2/VCAM1/CXCL8
GO:0070665,positive regulation of leukocyte proliferation,Apr-97,138/18842,0.028985507,5.630360078,3.92719242,0.005642443,0.033506997,0.024413083,29126/7412/10148/941,4,CD274/VCAM1/EBI3/CD80
GO:0001569,branching involved in blood vessel morphogenesis,Feb-97,22/18842,0.090909091,17.65885661,5.623955043,0.005666082,0.033506997,0.024413083,54567/7422,2,DLL4/VEGFA
GO:0050927,positive regulation of positive chemotaxis,Feb-97,22/18842,0.090909091,17.65885661,5.623955043,0.005666082,0.033506997,0.024413083,7422/3576,2,VEGFA/CXCL8
GO:0070588,calcium ion transmembrane transport,Jun-97,314/18842,0.01910828,3.711734191,3.485722338,0.005679152,0.033506997,0.024413083,6373/3627/3690/57214/1236/5142,6,CXCL11/CXCL10/ITGB3/CEMIP/CCR7/PDE4B
GO:0002274,myeloid leukocyte activation,May-97,222/18842,0.022522523,4.374941952,3.638715292,0.005819031,0.034239745,0.024946961,6714/3586/8013/3576/3554,5,SRC/IL10/NR4A3/CXCL8/IL1R1
GO:0006163,purine nucleotide metabolic process,Jul-97,422/18842,0.016587678,3.222113646,3.321029998,0.006140415,0.036033674,0.026254012,6714/10135/8942/5142/272/54625/8564,7,SRC/NAMPT/KYNU/PDE4B/AMPD3/PARP14/KMO
GO:0002424,T cell mediated immune response to tumor cell,Feb-97,23/18842,0.086956522,16.89108023,5.485474327,0.006185008,0.036101264,0.026303257,29126/259307,2,CD274/IL4I1
GO:0050926,regulation of positive chemotaxis,Feb-97,23/18842,0.086956522,16.89108023,5.485474327,0.006185008,0.036101264,0.026303257,7422/3576,2,VEGFA/CXCL8
GO:0050854,regulation of antigen receptor-mediated signaling pathway,Mar-97,74/18842,0.040540541,7.874895514,4.262536237,0.006583396,0.038031611,0.027709701,1236/29126/941,3,CCR7/CD274/CD80
GO:0071260,cellular response to mechanical stimulus,Mar-97,74/18842,0.040540541,7.874895514,4.262536237,0.006583396,0.038031611,0.027709701,3690/654/958,3,ITGB3/BMP6/CD40
GO:0007160,cell-matrix adhesion,May-97,229/18842,0.021834061,4.241210102,3.549865152,0.006617652,0.038031611,0.027709701,6714/3690/1236/7412/7422,5,SRC/ITGB3/CCR7/VCAM1/VEGFA
GO:0071375,cellular response to peptide hormone stimulus,Jun-97,325/18842,0.018461538,3.586106265,3.382967715,0.006687019,0.038031611,0.027709701,6714/3690/4929/3624/8013/3164,6,SRC/ITGB3/NR4A2/INHBA/NR4A3/NR4A1
GO:0050852,T cell receptor signaling pathway,Apr-97,145/18842,0.027586207,5.358549591,3.789964555,0.00670717,0.038031611,0.027709701,1236/29126/5142/941,4,CCR7/CD274/PDE4B/CD80
GO:0035022,positive regulation of Rac protein signal transduction,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,6714/1236,2,SRC/CCR7
GO:0035929,steroid hormone secretion,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,3624/654,2,INHBA/BMP6
GO:0043101,purine-containing compound salvage,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,10135/272,2,NAMPT/AMPD3
GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,1236/941,2,CCR7/CD80
GO:0061384,heart trabecula morphogenesis,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,3084/54567,2,NRG1/DLL4
GO:0090023,positive regulation of neutrophil chemotaxis,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,1236/3576,2,CCR7/CXCL8
GO:2000108,positive regulation of leukocyte apoptotic process,Feb-97,24/18842,0.083333333,16.18728522,5.355427663,0.006724783,0.038031611,0.027709701,29126/3586,2,CD274/IL10
GO:0071496,cellular response to external stimulus,Mar-97,75/18842,0.04,7.769896907,4.225814018,0.006832437,0.038540593,0.028080544,3690/654/958,3,ITGB3/BMP6/CD40
GO:0002700,regulation of production of molecular mediator of immune response,Apr-97,147/18842,0.027210884,5.285644155,3.752383003,0.007034173,0.039576286,0.028835146,3586/8013/3554/3456,4,IL10/NR4A3/IL1R1/IFNB1
GO:0002090,regulation of receptor internalization,Mar-97,76/18842,0.039473684,7.667661422,4.189764361,0.007087019,0.039771111,0.028977095,3690/3084/7422,3,ITGB3/NRG1/VEGFA
GO:0072523,purine-containing compound catabolic process,Apr-97,148/18842,0.027027027,5.249930343,3.733848306,0.00720156,0.040310269,0.029369924,6714/5142/272/54625,4,SRC/PDE4B/AMPD3/PARP14
GO:0032727,positive regulation of interferon-alpha production,Feb-97,25/18842,0.08,15.53979381,5.232969209,0.007285183,0.040364354,0.02940933,3665/64135,2,IRF7/IFIH1
GO:0050869,negative regulation of B cell activation,Feb-97,25/18842,0.08,15.53979381,5.232969209,0.007285183,0.040364354,0.02940933,3624/3586,2,INHBA/IL10
GO:0097396,response to interleukin-17,Feb-97,25/18842,0.08,15.53979381,5.232969209,0.007285183,0.040364354,0.02940933,3627/9021,2,CXCL10/SOCS3
GO:0097398,cellular response to interleukin-17,Feb-97,25/18842,0.08,15.53979381,5.232969209,0.007285183,0.040364354,0.02940933,3627/9021,2,CXCL10/SOCS3
GO:0048754,branching morphogenesis of an epithelial tube,Mar-97,77/18842,0.038961039,7.568081403,4.154365705,0.007347172,0.04060475,0.029584481,54567/4233/7422,3,DLL4/MET/VEGFA
GO:0007584,response to nutrient,Apr-97,149/18842,0.026845638,5.214695911,3.715480588,0.00737156,0.040636655,0.029607728,3627/8942/958/7412,4,CXCL10/KYNU/CD40/VCAM1
GO:0007507,heart development,Jul-97,438/18842,0.015981735,3.104410865,3.205579838,0.007471965,0.041086394,0.029935406,3624/3084/54567/654/7412/6615/7422,7,INHBA/NRG1/DLL4/BMP6/VCAM1/SNAI1/VEGFA
GO:0002719,negative regulation of cytokine production involved in immune response,Feb-97,26/18842,0.076923077,14.94210944,5.11736776,0.007865986,0.042821567,0.031199647,3586/3456,2,IL10/IFNB1
GO:0033622,integrin activation,Feb-97,26/18842,0.076923077,14.94210944,5.11736776,0.007865986,0.042821567,0.031199647,6714/10563,2,SRC/CXCL13
GO:0071353,cellular response to interleukin-4,Feb-97,26/18842,0.076923077,14.94210944,5.11736776,0.007865986,0.042821567,0.031199647,958/54625,2,CD40/PARP14
GO:0071624,positive regulation of granulocyte chemotaxis,Feb-97,26/18842,0.076923077,14.94210944,5.11736776,0.007865986,0.042821567,0.031199647,1236/3576,2,CCR7/CXCL8
GO:0009166,nucleotide catabolic process,Apr-97,153/18842,0.026143791,5.078363992,3.643625951,0.008078027,0.043866499,0.031960981,6714/5142/272/54625,4,SRC/PDE4B/AMPD3/PARP14
GO:0014910,regulation of smooth muscle cell migration,Mar-97,80/18842,0.0375,7.284278351,4.051874266,0.008161337,0.044099504,0.032130748,3690/3486/8013,3,ITGB3/IGFBP3/NR4A3
GO:0033627,cell adhesion mediated by integrin,Mar-97,80/18842,0.0375,7.284278351,4.051874266,0.008161337,0.044099504,0.032130748,3690/10563/7412,3,ITGB3/CXCL13/VCAM1
GO:0051591,response to cAMP,Mar-97,81/18842,0.037037037,7.194348988,4.018882482,0.008444051,0.045191686,0.032926507,374/1843/4327,3,AREG/DUSP1/MMP19
GO:0061138,morphogenesis of a branching epithelium,Mar-97,81/18842,0.037037037,7.194348988,4.018882482,0.008444051,0.045191686,0.032926507,54567/4233/7422,3,DLL4/MET/VEGFA
GO:0039529,RIG-I signaling pathway,Feb-97,27/18842,0.074074074,14.38869798,5.007987487,0.008466972,0.045191686,0.032926507,330/8638,2,BIRC3/OASL
GO:0060055,angiogenesis involved in wound healing,Feb-97,27/18842,0.074074074,14.38869798,5.007987487,0.008466972,0.045191686,0.032926507,3690/7422,2,ITGB3/VEGFA
GO:2000353,positive regulation of endothelial cell apoptotic process,Feb-97,27/18842,0.074074074,14.38869798,5.007987487,0.008466972,0.045191686,0.032926507,958/6347,2,CD40/CCL2
GO:0098586,cellular response to virus,Mar-97,82/18842,0.036585366,7.106613025,3.986447311,0.008732469,0.046495074,0.033876151,3627/64135/3456,3,CXCL10/IFIH1/IFNB1
GO:0043173,nucleotide salvage,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,10135/272,2,NAMPT/AMPD3
GO:0061383,trabecula morphogenesis,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,3084/54567,2,NRG1/DLL4
GO:0070102,interleukin-6-mediated signaling pathway,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,6714/9021,2,SRC/SOCS3
GO:0070670,response to interleukin-4,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,958/54625,2,CD40/PARP14
GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,3690/3084,2,ITGB3/NRG1
GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,Feb-97,28/18842,0.071428571,13.87481591,4.9042725,0.009087921,0.047689739,0.03474658,57007/6615,2,ACKR3/SNAI1
GO:0007498,mesoderm development,Mar-97,84/18842,0.035714286,6.937407953,3.923181374,0.009326517,0.048824427,0.03557331,3690/6615/7422,3,ITGB3/SNAI1/VEGFA
GO:0048660,regulation of smooth muscle cell proliferation,Apr-97,160/18842,0.025,4.856185567,3.523719679,0.009418727,0.049189189,0.035839074,3690/3486/3586/8013,4,ITGB3/IGFBP3/IL10/NR4A3
